Name,Platform,Genre,Year,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,XGRP
Sesame Street: Cookie's Counting Carnival,Wii,Misc,2010.0,Warner Bros. Interactive Entertainment,28,0,0,2,A
Treasure Chase,DS,Puzzle,2011.0,Storm City Games,2,0,0,0,A
Riding Spirits,PS2,Racing,2002.0,BAM! Entertainment,13,10,0,3,A
Metal Saga,PS2,Role-Playing,2005.0,Success,1,1,0,0,A
Jurassic Park: Operation Genesis,PS2,Simulation,2003.0,Konami Digital Entertainment,13,10,0,3,A
CandyLand / Chutes & Ladders / Memory,GBA,Misc,2005.0,Zoo Digital Publishing,15,5,0,0,A
Zapper: One Wicked Cricket!,XB,Platform,2002.0,Infogrames,4,1,0,0,A
Star Fox Adventures,GC,Adventure,2002.0,Nintendo,96,53,30,9,A
El Tigre: The Adventures of Manny Rivera,DS,Platform,2007.0,THQ,8,0,0,1,A
Exist Archive: The Other Side of the Sky,PSV,Role-Playing,2015.0,Aksys Games,0,0,4,0,A
Boxer's Road,PS,Fighting,1995.0,New,0,0,33,2,A
Madagascar: Escape 2 Africa,X360,Action,2008.0,Activision,12,10,0,3,A
Assassin's Creed: Brotherhood,PC,Action,2011.0,Ubisoft,15,34,0,10,A
Puyo Puyo Tetris,PSV,Puzzle,2014.0,Sega,0,0,5,0,A
Abunai: Koi no Sousa Shitsu,PSP,Action,2012.0,Quinrose,0,0,1,0,A
Jurassic Park: Operation Genesis,XB,Simulation,2003.0,Konami Digital Entertainment,5,1,0,0,A
Gift: Prism,PS2,Adventure,2006.0,Sweets,0,0,2,0,A
Card Games,PS,Misc,2000.0,D3Publisher,4,3,0,0,A
Melty Blood: Act Cadenza,PS2,Fighting,2006.0,Sega,0,0,11,0,A
Xiaolin Showdown,PSP,Action,2006.0,Konami Digital Entertainment,5,0,0,0,A
Shattered Union,XB,Strategy,2005.0,Take-Two Interactive,3,1,0,0,A
Lips: Number One Hits,X360,Misc,2009.0,Microsoft Game Studios,15,35,0,7,A
Diabolik Lovers: Dark Fate,PSV,Action,2015.0,Idea Factory,0,0,3,0,A
Alien Hominid,GC,Shooter,2004.0,O3 Entertainment,7,2,0,0,A
Wolfenstein: The New Order,XOne,Shooter,2014.0,Bethesda Softworks,33,28,0,6,A
Sushi Go-Round,Wii,Simulation,2010.0,Asylum Entertainment,5,0,0,0,A
Harry Potter and the Sorcerer's Stone,GB,Action,2001.0,Electronic Arts,94,62,10,7,A
Remember Me,PS3,Action,2013.0,Capcom,10,18,0,7,A
The Great Escape,PS2,Action,2003.0,SCi,10,7,0,2,A
Animal Paradise,DS,Simulation,2007.0,Empire Interactive,9,14,0,2,A
Resident Evil: The Darkside Chronicles,Wii,Action,2009.0,Capcom,48,32,20,9,A
Sushi Go-Round,DS,Simulation,2010.0,Asylum Entertainment,4,0,0,0,A
The Idolmaster: Platinum Stars,PS4,Simulation,2016.0,Namco Bandai Games,0,0,9,0,A
Watch Dogs,PS4,Action,2014.0,Ubisoft,140,186,11,77,A
The Sims 3: Generations,PC,Simulation,2011.0,Electronic Arts,40,23,0,0,A
Akai Katana Shin,X360,Shooter,2011.0,Cave,4,0,1,0,A
Pucca Power Up,DS,Platform,2011.0,Rising Star Games,4,2,0,0,A
A Ressha de Ikou DS,DS,Simulation,2009.0,ArtDink,0,0,4,0,A
Virtual Kasparov,GBA,Strategy,2002.0,Titus,1,1,0,0,A
Akatsuki no Goei Trinity,PSP,Adventure,2012.0,5pb,0,0,1,0,A
SpongeBob: HeroPants,3DS,Platform,2015.0,Activision,3,0,0,0,A
Harry Potter and the Sorcerer's Stone,PS,Action,2001.0,Electronic Arts,137,200,14,22,A
Retro Atari Classics,DS,Misc,2005.0,Atari,12,0,0,1,A
NASCAR 2001,PS2,Racing,2000.0,Electronic Arts,34,27,0,9,A
Heathcliff! Frantic Foto,DS,Misc,2010.0,Storm City Games,4,0,0,0,A
Jeremy McGrath Supercross 2000,N64,Racing,1999.0,Acclaim Entertainment,23,6,0,0,A
Shining Force: Resurrection of the Dark Dragon,GBA,Role-Playing,2004.0,THQ,6,2,0,0,A
Titanfall,XOne,Shooter,2014.0,Electronic Arts,184,80,4,22,A
Hamster Club 3,GBA,Simulation,2002.0,Jorudan,0,0,35,1,A
F1 2012,PC,Racing,2012.0,Codemasters,1,11,0,3,A
Tetris,NES,Puzzle,1988.0,Nintendo,297,69,181,11,A
NickToons: Racing,PS,Racing,2001.0,Hasbro Interactive,9,6,0,1,A
The Sims 3,PS3,Simulation,2010.0,Electronic Arts,73,97,2,34,A
Metal Gear Rising: Revengeance,PS3,Action,2013.0,Konami Digital Entertainment,45,40,44,18,A
Tamagotchi no Appare! Niji Venture,DS,Role-Playing,2007.0,Namco Bandai Games,0,0,14,0,A
Dragon Quest VIII: Journey of the Cursed King,PS2,Role-Playing,2004.0,Square Enix,65,75,361,20,A
Moshi Monsters: Moshling Zoo,DS,Misc,2011.0,Activision,40,99,0,22,A
Mace Griffin: Bounty Hunter,PS2,Shooter,2003.0,Electronic Arts,9,7,0,2,A
McGrath Vs. Pastrana Freestyle Motocross,PS,Racing,2000.0,Acclaim Entertainment,14,10,0,2,A
The Wolf Among Us,X360,Adventure,2011.0,Telltale Games,1,3,0,0,A
Off-Road Drive,PC,Racing,2011.0,1C Company,0,3,0,1,A
Cities: Skylines,PC,Simulation,2015.0,Paradox Interactive,0,13,0,1,A
Just Dance Kids 2,Wii,Misc,2011.0,Ubisoft,28,0,0,2,A
Silent Scope 3,PS2,Shooter,2002.0,Konami Digital Entertainment,8,6,0,2,A
Kowloon's Gate,PS,Adventure,1997.0,Sony Computer Entertainment,0,0,14,1,A
Captain Toad: Treasure Tracker,WiiU,Puzzle,2014.0,Nintendo,56,36,19,9,A
Metal Max Returns,SNES,Role-Playing,1995.0,Data East,0,0,4,0,A
Tom Clancy's  Ghost Recon Advanced Warfighter (weekly JP sales),X360,Shooter,2006.0,Ubisoft,0,0,1,0,A
Senran Kagura Burst: Guren no Sh?jo-tachi,3DS,Action,2012.0,Marvelous Entertainment,0,0,14,0,A
Monopoly,N64,Misc,1999.0,Hasbro Interactive,17,4,0,0,A
Eternal Sonata,X360,Role-Playing,2007.0,Atari,19,4,8,2,A
Second Sight,PS2,Adventure,2004.0,Codemasters,7,5,0,2,A
Kingdom Under Fire: Circle of Doom,X360,Role-Playing,2007.0,Microsoft Game Studios,18,12,4,4,A
Kingdoms of Amalur: Reckoning,X360,Role-Playing,2012.0,Electronic Arts,55,25,1,7,A
S.L.A.I.: Steel Lancer Arena International,PS2,Simulation,2005.0,Konami Digital Entertainment,1,1,0,0,A
Emergency! Disaster Rescue Squad,DS,Simulation,2009.0,Destineer,3,0,0,0,A
Operation Flashpoint: Dragon Rising,PC,Shooter,2009.0,Codemasters,1,3,0,1,A
Resident Evil 4,Wii,Action,2007.0,Capcom,134,56,14,21,A
E.X. Troopers,PS3,Shooter,2012.0,Capcom,0,0,5,0,A
WWE '13,PS3,Action,2012.0,THQ,51,62,0,26,A
Suggoi! Arcana Heart 2,PS2,Fighting,2009.0,AQ Interactive,0,0,3,0,A
Bleach: Hanatareshi Yabou,PS2,Role-Playing,2006.0,Sony Computer Entertainment,0,0,7,0,A
Monster Kingdom: Jewel Summoner,PSP,Role-Playing,2006.0,Sony Computer Entertainment,0,0,4,0,A
Bomberman Land,Wii,Misc,2007.0,Rising Star Games,11,2,3,1,A
Taiko no Tatsujin: Go! Go! Godaime,PS2,Misc,2004.0,Namco Bandai Games,0,0,20,0,A
Need for Speed Rivals,PS3,Racing,2013.0,Electronic Arts,33,74,5,31,A
Monopoly,PS3,Misc,2008.0,Electronic Arts,25,6,0,4,A
RollerCoaster Tycoon,XB,Strategy,2003.0,Atari,10,3,0,0,A
Mobile Suit Gundam version 2.0,PS,Action,1996.0,Namco Bandai Games,0,0,36,2,A
Atelier Meruru: Alchemist of Arland 3,PS3,Role-Playing,2011.0,Nippon Ichi Software,5,0,18,1,A
Fight Night Round 4,PS3,Fighting,2009.0,Electronic Arts,92,41,0,21,A
SNK vs. Capcom Card Fighters DS,DS,Strategy,2006.0,Ignition Entertainment,9,0,0,1,A
Kane & Lynch 2: Dog Days,PS3,Shooter,2010.0,Square Enix,17,28,5,10,A
Disgaea Infinite,PSP,Adventure,2010.0,Nippon Ichi Software,7,0,1,1,A
The King of Fighters '95,SAT,Fighting,1995.0,SNK Playmore,0,0,28,0,A
No More Heroes: Heroes' Paradise,PS3,Action,2010.0,Konami Digital Entertainment,10,4,4,2,A
Dr. Seuss' The Cat in the Hat,XB,Misc,2003.0,Vivendi Games,8,2,0,0,A
Puppeteer,PS3,Platform,2013.0,Sony Computer Entertainment Europe,11,10,2,4,A
Just Dance 2014,Wii,Misc,2013.0,Ubisoft,198,147,0,32,A
Colin McRae Rally,PS,Racing,1998.0,Codemasters,9,243,12,22,A
Yoshi Topsy-Turvy,GBA,Platform,2004.0,Nintendo,25,9,30,1,A
SpongeBob SquarePants: Creature from the Krusty Krab,GC,Platform,2006.0,THQ,25,7,0,1,A
Demon Gaze,PSV,Role-Playing,2013.0,Nippon Ichi Software,6,3,8,2,A
Evil Dead: Hail to the King,PS,Adventure,2000.0,THQ,15,10,0,2,A
World of Warcraft: Cataclysm,PC,Role-Playing,2010.0,Activision,177,32,0,0,A
Zapper: One Wicked Cricket!,PS2,Platform,2002.0,Infogrames,8,6,0,2,A
Pokemon HeartGold/Pokemon SoulSilver,DS,Action,2009.0,Nintendo,440,277,396,77,A
Earth Defense Force 2025,PS3,Shooter,2013.0,D3Publisher,4,3,27,2,A
Skylanders: SuperChargers,WiiU,Action,2015.0,Activision,25,18,0,4,A
Tomb Raider: Underworld (Others sales),PS2,Adventure,2009.0,Eidos Interactive,0,21,0,4,A
SOCOM: Tactical Strike,PSP,Shooter,2007.0,Sony Computer Entertainment,32,1,0,3,A
FaceBreaker,X360,Fighting,2008.0,Electronic Arts,15,2,0,2,A
Avatar: The Last Airbender,PSP,Adventure,2006.0,THQ,10,0,0,1,A
Genji: Days of the Blade,PS3,Action,2006.0,Sony Computer Entertainment,18,38,6,14,A
Terraria,PS3,Action,2013.0,505 Games,7,26,9,7,A
Looney Tunes: Acme Arsenal,Wii,Action,2007.0,Warner Bros. Interactive Entertainment,21,1,0,2,A
Family Feud: 2012 Edition,Wii,Misc,2011.0,Ubisoft,19,0,0,1,A
Spider-Man: The Movie,GBA,Action,2002.0,Activision,92,35,1,5,A
The House of the Dead,SAT,Shooter,1997.0,Sega,0,0,13,0,A
Muchi Muchi Pork & Pink Sweets,X360,Shooter,2011.0,Cave,0,0,2,0,A
Happy Cooking,DS,Simulation,2006.0,Ubisoft,17,0,0,1,A
BioShock 2,PC,Shooter,null,Take-Two Interactive,2,19,0,4,A
Tantei Jinguuji Saburo: Hai to Diamond,PSP,Adventure,2009.0,Arc System Works,0,0,1,0,A
LittleBigPlanet 3,PS4,Platform,2014.0,Sony Computer Entertainment,64,92,1,28,A
IHRA Drag Racing: Sportsman Edition,PS2,Racing,2006.0,Bethesda Softworks,4,3,0,1,A
Accel World: Ginyoku no Kakusei,PSP,Adventure,2012.0,Namco Bandai Games,0,0,3,0,A
Princess Arthur,PSP,Misc,2013.0,Idea Factory,0,0,1,0,A
Wheel of Fortune,Wii,Misc,2010.0,THQ,89,4,0,6,A
G-Police: Weapons of Justice,PS,Action,1999.0,Psygnosis,3,2,0,0,A
Mace Griffin: Bounty Hunter,XB,Shooter,2003.0,Electronic Arts,8,2,0,0,A
Pony Friends 2,DS,Simulation,2009.0,Eidos Interactive,21,10,0,3,A
Mortal Kombat: Armageddon,Wii,Fighting,2007.0,Midway Games,21,2,0,2,A
Tropico 3,PC,Strategy,2009.0,Kalypso Media,0,4,0,1,A
Persona 4: Arena,X360,Fighting,2012.0,Atlus,8,2,3,1,A
America's Army: Rise of a Soldier,XB,Shooter,2005.0,Ubisoft,19,5,0,1,A
Kingdoms of Amalur: Reckoning,PC,Role-Playing,2012.0,Electronic Arts,14,13,0,4,A
Hakuouki: Yuugi Roku,PSP,Adventure,2010.0,Idea Factory,0,0,7,0,A
Dengeki Gakuen RPG: Cross of Venus,DS,Role-Playing,2009.0,ASCII Media Works,0,0,5,0,A
Captain Morgane and the Golden Turtle,PC,Adventure,2012.0,Reef Entertainment,0,2,0,0,A
Crayola: Colorful Journey,Wii,Misc,2009.0,Crave Entertainment,7,0,0,1,A
Singstar: Ultimate Party,PS4,Misc,2014.0,Sony Computer Entertainment Europe,0,16,0,3,A
Crysis,PC,Shooter,2007.0,Electronic Arts,0,69,0,3,A
Knights of Honor,PC,Strategy,2004.0,Sunflowers,0,2,0,1,A
Deadpool,PS4,Action,2015.0,Activision,13,10,0,5,A
Kousoku Card Battle: Card Hero,DS,Strategy,2007.0,Nintendo,0,0,11,0,A
Game Party 3,Wii,Puzzle,2009.0,Warner Bros. Interactive Entertainment,143,16,0,12,A
Dynasty Warriors: Strikeforce,PS3,Action,2009.0,Tecmo Koei,11,8,7,3,A
System 3 presents Ferrari Challenge Trofeo Pirelli,Wii,Racing,2008.0,System 3 Arcade Software,7,40,0,7,A
Densha De Go!,PS,Simulation,1997.0,Taito,0,0,102,7,A
Dark Messiah of Might and Magic Elements,X360,Role-Playing,2008.0,Ubisoft,16,2,1,2,A
Pac-Man and the Ghostly Adventures 2,3DS,Adventure,2014.0,Namco Bandai Games,3,5,0,1,A
Hisshou Pachinko * Pachi-Slot Kouryaku Series Portable Vol. 2: CR Evangelion - Hajimari no Fukuin,PSP,Misc,2010.0,D3Publisher,0,0,2,0,A
Coven and Labyrinth of Refrain,PSV,Action,2016.0,Nippon Ichi Software,0,0,1,0,A
Monster Rancher 3,PS2,Simulation,2001.0,Tecmo Koei,11,9,14,3,A
The Settlers,DS,Action,2007.0,Ubisoft,10,0,0,1,A
GoGo's Crazy Bones,DS,Action,2012.0,GameMill Entertainment,0,4,0,0,A
Hot 'n' Cold,DS,Action,2009.0,Majesco Entertainment,2,0,0,0,A
Thunderstrike: Operation Phoenix,PS2,Simulation,2001.0,Eidos Interactive,17,13,0,4,A
Dark Souls,PC,Role-Playing,2012.0,Namco Bandai Games,0,6,0,1,A
The Italian Job,PS2,Racing,2003.0,Eidos Interactive,11,9,0,3,A
Exhibition Volume 6,XB,Misc,2004.0,Microsoft Game Studios,1,0,0,0,A
Red Ninja: End of Honor,PS2,Action,2005.0,Vivendi Games,2,2,0,1,A
LEGO Batman 2: DC Super Heroes,PS3,Action,2012.0,Warner Bros. Interactive Entertainment,50,53,0,20,A
Country Dance,Wii,Misc,2011.0,Funbox Media,59,4,0,4,A
LEGO The Hobbit,PSV,Action,2014.0,Warner Bros. Interactive Entertainment,3,13,0,5,A
Hot Wheels: Stunt Track Challenge,XB,Racing,2004.0,THQ,8,2,0,0,A
Arc the Lad III,PS,Role-Playing,1999.0,Sony Computer Entertainment,0,0,39,3,A
Need for Speed: ProStreet,PS2,Racing,2007.0,Electronic Arts,69,0,4,168,A
Ridge Racer 7,PS3,Racing,2006.0,Namco Bandai Games,24,70,16,26,A
Disney's Treasure Planet,PS2,Action,2002.0,Sony Computer Entertainment,16,13,0,4,A
Lupin the 3rd: Treasure of the Sorcerer King,PS2,Adventure,2002.0,505 Games,2,2,25,1,A
Tetris DS,DS,Puzzle,2006.0,Nintendo,64,7,135,8,A
Pro Evolution Soccer 2014,PC,Action,2013.0,Konami Digital Entertainment,0,9,0,2,A
World of Warcraft: Mists of Pandaria,PC,Role-Playing,2012.0,Activision,84,76,0,23,A
Castlevania: Aria of Sorrow,GBA,Platform,2003.0,Konami Digital Entertainment,20,7,0,0,A
Rayman 3D,3DS,Platform,2011.0,Ubisoft,23,35,0,6,A
Final Fantasy IX,PS,Role-Playing,2000.0,SquareSoft,162,77,278,14,A
Spy Hunter: Nowhere To Run,PS2,Racing,2006.0,Midway Games,1,1,0,0,A
Gekido,PS,Fighting,1999.0,Infogrames,6,4,0,1,A
V-Rally 3,XB,Racing,2003.0,Atari,1,0,0,0,A
Enslaved: Odyssey to the West,X360,Action,2010.0,Namco Bandai Games,30,19,0,5,A
Quantum Theory,PS3,Shooter,2010.0,Tecmo Koei,5,9,2,3,A
Disney's Meet the Robinsons,X360,Action,2007.0,Disney Interactive Studios,7,0,0,1,A
Ghosthunter,PS2,Action,2003.0,Sony Computer Entertainment,4,3,0,1,A
Sunday vs Magazine Shuuketsu! Choujou Daikessen,PSP,Fighting,2009.0,Konami Digital Entertainment,0,0,3,0,A
Final Fantasy IV,PS,Simulation,1997.0,SquareSoft,0,0,28,2,A
Higurashi no Nakukoru ni Kizuna: Dai-Ichi-Kan - Tatari,DS,Adventure,2008.0,Alchemist,0,0,7,0,A
Saw II: Flesh & Blood,PS3,Action,2010.0,Konami Digital Entertainment,10,7,0,3,A
Sled Storm,PS2,Racing,2002.0,Electronic Arts,22,17,0,6,A
Super Puzzle Fighter II Turbo,PS,Puzzle,1996.0,Virgin Interactive,8,5,0,1,A
Just Dance Wii U,WiiU,Misc,2014.0,Nintendo,0,0,9,0,A
Classic NES Series: Dr. Mario,GBA,Puzzle,2004.0,Nintendo,31,11,13,1,A
Zettai Zetsumei Toshi 3: Kowareyuku Machi to Kanojyo no Uta,PSP,Action,2009.0,Irem Software Engineering,0,0,7,0,A
Strike Witches: Aoi no Dengekisen - Shin Taichou Funtousuru!,DS,Action,2009.0,Russel,0,0,3,0,A
High School Musical 3: Senior Year DANCE!,X360,Misc,2008.0,Disney Interactive Studios,18,0,0,1,A
Oddworld: Munch's Oddysee,GBA,Platform,2003.0,THQ,4,2,0,0,A
Phoenix Wright: Ace Attorney - Justice for All,DS,Adventure,2006.0,Capcom,24,5,26,3,A
Mega Man Legacy Collection,3DS,Platform,2016.0,Capcom,13,0,5,2,A
Unlimited Saga,PS2,Role-Playing,2002.0,Atari,10,8,56,3,A
F1 Race Stars,PC,Racing,2012.0,Codemasters,0,2,0,0,A
Resident Evil: Revelations 2,X360,Action,2015.0,Capcom,4,4,0,1,A
Super Fruit Fall,Wii,Puzzle,2006.0,System 3 Arcade Software,1,0,0,0,A
Rocky,GC,Fighting,2002.0,Rage Software,7,2,0,0,A
Are You Smarter than a 5th Grader? Make the Grade,DS,Misc,2008.0,THQ,36,0,0,3,A
Bleach: Shattered Blade,Wii,Fighting,2006.0,Sega,22,1,8,2,A
Thunder Force VI,PS2,Shooter,2008.0,Sega,0,0,2,0,A
Eternal Eyes,PS,Role-Playing,1999.0,Sunsoft,8,5,0,1,A
RACE On,PC,Racing,2009.0,bitComposer Games,0,3,0,1,A
Gears of War 3,X360,Shooter,2011.0,Microsoft Game Studios,405,162,7,49,A
Paddington: Adventures in London,3DS,Puzzle,2015.0,Koch Media,0,4,0,0,A
Mario & Wario,SNES,Puzzle,1993.0,Nintendo,0,0,49,0,A
SingStar Country,PS2,Misc,2008.0,Sony Computer Entertainment,14,11,0,4,A
New Super Mario Bros.,DS,Platform,2006.0,Nintendo,1138,923,650,290,A
Disney Stitch Jam,DS,Misc,2009.0,Disney Interactive Studios,8,0,16,0,A
Mobile Light Force 2,PS2,Shooter,2002.0,Taito,5,4,0,1,A
Diablo III,X360,Role-Playing,2013.0,Activision,89,44,0,12,A
Otometeki Koi Kakumei * Love Revo! Portable,PSP,Adventure,2010.0,Idea Factory,0,0,2,0,A
Ghostbusters: The Video Game (DS Version),PS3,Action,2010.0,Take-Two Interactive,59,99,13,36,A
Virtua Cop,SAT,Shooter,1995.0,Sega,0,0,62,0,A
Fire Emblem: Thracia 776,SNES,Strategy,1999.0,Nintendo,0,0,26,0,A
Killer Instinct (2013),XOne,Fighting,2013.0,Microsoft Game Studios,3,3,0,1,A
Project Spark,XOne,Misc,2014.0,Microsoft Game Studios,11,5,0,2,A
Yu-Gi-Oh! 5D's Tag Force 5,PSP,Strategy,2010.0,Konami Digital Entertainment,13,5,14,3,A
Rome: Total War,PC,Strategy,2004.0,Activision,0,8,0,2,A
The Legend of Zelda: The Minish Cap,GBA,Action,2004.0,Nintendo,89,22,22,10,A
Rio,X360,Misc,2011.0,THQ,5,3,0,1,A
How to Train Your Dragon 2,WiiU,Adventure,2014.0,Little Orbit,4,5,0,1,A
Super Run For Money Tousouchuu Atsumare! Saikyou no Tousou Monotachi,3DS,Action,2015.0,Namco Bandai Games,0,0,11,0,A
Warhammer 40:000: Dawn of War,PC,Strategy,2004.0,THQ,1,3,0,1,A
Taishou Moebius Line Vitable,PSV,Adventure,2016.0,dramatic create,0,0,2,0,A
Naruto: Ninja Destiny (US sales),DS,Fighting,2006.0,Namco Bandai Games,31,0,0,0,A
Risen 3: Titan Lords,PC,Role-Playing,2014.0,Deep Silver,0,8,0,1,A
Resistance: Burning Skies,PSV,Shooter,2012.0,Sony Computer Entertainment,21,16,2,7,A
Titan Quest,PC,Role-Playing,2006.0,THQ,1,4,0,1,A
Donkey Kong Country: Tropical Freeze,WiiU,Platform,2014.0,Nintendo,73,52,15,12,A
NickToons: Racing,GBA,Racing,2002.0,Infogrames,19,7,0,0,A
Fallout: New Vegas,PS3,Role-Playing,2010.0,Bethesda Softworks,152,108,10,47,A
Planet 51,X360,Action,2009.0,Sega,7,3,0,1,A
Far Cry 2,PS3,Action,2008.0,Ubisoft,43,70,1,27,A
F-Zero X,N64,Racing,1998.0,Nintendo,45,33,28,3,A
Brothers: A Tale of Two Sons,XOne,Adventure,2015.0,505 Games,3,1,0,0,A
Rainbow Islands: Revolution,PSP,Action,2005.0,Rising Star Games,1,0,0,0,A
Final Fantasy Explorers,3DS,Role-Playing,2014.0,Square Enix,15,7,28,2,A
WCW Mayhem,PS,Fighting,1998.0,Electronic Arts,68,46,0,8,A
The Sims: House Party,PC,Simulation,2001.0,Electronic Arts,123,83,0,10,A
Men in Black II: Alien Escape,GC,Shooter,2003.0,Infogrames,1,0,0,0,A
Deus Ex: The Conspiracy,PS2,Action,2002.0,Eidos Interactive,10,8,0,3,A
The Walking Dead: Survival Instinct,PS3,Shooter,2013.0,Activision,28,17,0,8,A
Pokemon Battle Revolution,Wii,Role-Playing,2006.0,Nintendo,80,38,30,13,A
Jampack Winter '98,PS,Misc,1998.0,Sony Computer Entertainment,63,43,0,7,A
Monopoly Streets,PS3,Misc,2010.0,Electronic Arts,16,18,0,7,A
Star Wars: Lethal Alliance,PSP,Action,2006.0,Ubisoft,11,1,0,1,A
Cities XL 2011,PC,Simulation,2010.0,Focus Home Interactive,0,2,0,0,A
Prisoner of War,XB,Adventure,2002.0,Atari,6,2,0,0,A
Duke Nukem Forever,X360,Shooter,2011.0,Take-Two Interactive,52,25,0,7,A
Minna no Ennichi,3DS,Action,2012.0,Namco Bandai Games,0,0,5,0,A
State of Emergency,PS2,Action,2002.0,Take-Two Interactive,86,67,0,22,A
Legoland,PC,Action,1999.0,LEGO Media,0,1,0,0,A
Mario & Sonic at the Rio 2016 Olympic Games,WiiU,Action,2016.0,Nintendo,3,11,10,1,A
Kart Racer,Wii,Racing,2009.0,Nordic Games,3,1,0,0,A
Medal of Honor: Frontline,GC,Shooter,2002.0,Electronic Arts,46,12,0,2,A
Macross Triangle Frontier,PSP,Action,2011.0,Namco Bandai Games,0,0,12,0,A
Super Paper Mario,Wii,Platform,2007.0,Nintendo,198,88,59,32,A
Yu-Gi-Oh! Nightmare Troubadour (JP sales),DS,Action,2005.0,Konami Digital Entertainment,0,4,10,0,A
Totally Spies!,GBA,Platform,2005.0,Atari,2,1,0,0,A
Tabi no Yubisashi Kaiwachou DS: DS Series 5 Deutsch,DS,Misc,2006.0,Nintendo,0,0,4,0,A
American Chopper 2: Full Throttle,GC,Racing,2005.0,Activision,4,1,0,0,A
Warriors Orochi 3,PSP,Action,2012.0,Ubisoft Annecy,0,0,11,0,A
A llI S.V.: A Ressha de Gyoukou 3 Super Version,SNES,Simulation,1995.0,Pack-In-Video,0,0,6,0,A
Tenchu: Return From Darkness,XB,Action,2004.0,Activision,16,5,0,1,A
Family Party: 30 Great Games,Wii,Misc,2008.0,D3Publisher,9,1,0,1,A
WWE Road to WrestleMania X8,GBA,Fighting,2002.0,THQ,19,7,0,0,A
GrimGrimoire,PS2,Strategy,2007.0,Tecmo Koei,1,1,3,0,A
Duke Nukem: Zero Hour,N64,Shooter,1999.0,GT Interactive,21,5,0,0,A
Shadows of the Damned,X360,Action,2011.0,Electronic Arts,10,6,1,2,A
Dragon Quest V: Tenkuu no Hanayome,PS2,Role-Playing,2004.0,Enix Corporation,0,0,165,0,A
Daito Giken Koushiki Pachi-Slot Simulator: 24 - Twenty-Four,PS2,Misc,2008.0,Paon,0,0,1,0,A
Grand Theft Auto V,X360,Action,2013.0,Take-Two Interactive,963,531,6,138,A
Saint Seiya: Soldiers' Soul,PS3,Fighting,2015.0,Namco Bandai Games,0,0,4,0,A
Tatsunoko vs. Capcom: Cross Generation of Heroes,Wii,Fighting,2008.0,Capcom,0,0,10,0,A
DiRT Showdown,PS3,Racing,2012.0,Codemasters,2,13,0,4,A
Fatal Frame: Maiden of Black Water,WiiU,Action,2014.0,Nintendo,0,3,8,0,A
Casper: Friends Around the World,PS,Action,2000.0,TDK Core,10,7,0,1,A
Franklin the Turtle,GBA,Misc,2005.0,Game Factory,2,1,0,0,A
Sakura Wars,SAT,Adventure,1996.0,Sega,0,0,55,0,A
Aquanaut's Holiday,PS,Adventure,1995.0,Sony Computer Entertainment,1,1,0,0,A
A Collection of Classic Games from the Intellivision,PS,Misc,1999.0,Activision,17,12,0,2,A
Metal Gear Solid: Portable Ops,PSP,Action,2006.0,Konami Digital Entertainment,38,35,38,9,A
Dance Dance Revolution Ultramix 2,XB,Simulation,2004.0,Konami Digital Entertainment,32,9,0,2,A
Spartan: Total Warrior,XB,Action,2005.0,Sega,10,3,0,0,A
R-Types,PS,Shooter,1998.0,Virgin Interactive,4,2,0,0,A
Smart Boy's Winter Wonderland,DS,Misc,2008.0,UFO Interactive,1,0,0,0,A
Bomberman Story DS,DS,Role-Playing,2007.0,Rising Star Games,0,0,2,0,A
BloodRayne 2,PS2,Shooter,2004.0,THQ,13,10,0,3,A
Mission: Impossible - Operation Surma,GBA,Platform,2003.0,Atari,3,1,0,0,A
Counter Force,Wii,Shooter,2007.0,505 Games,4,0,0,0,A
Monsters vs. Aliens,X360,Action,2009.0,Activision,12,3,0,1,A
Senran Kagura: Sh?jo-tachi no Shinei,3DS,Action,2011.0,Marvelous Interactive,0,0,16,0,A
Borderlands: The Pre-Sequel,X360,Shooter,2014.0,Take-Two Interactive,46,22,1,6,A
Jewel Quest II,PC,Puzzle,2007.0,Avanquest,0,1,0,0,A
GunPey DS,DS,Puzzle,2006.0,Atari,4,0,0,0,A
WWE Raw 2,XB,Fighting,2003.0,THQ,43,11,0,2,A
BioShock 2,PS3,Shooter,2010.0,Take-Two Interactive,85,47,2,22,A
Shonen Jump's One Piece: Grand Battle,GC,Fighting,2005.0,Namco Bandai Games,5,1,0,0,A
Rondo of Swords (US sales),DS,Role-Playing,2007.0,Success,16,0,0,0,A
Mickey's Speedway USA (weekly JP sales),N64,Racing,2000.0,Nintendo,0,0,10,0,A
The Walking Dead: Season One,XOne,Adventure,2014.0,Telltale Games,8,6,0,1,A
Momotarou Dentetsu 20-Shuunen,DS,Misc,2008.0,Hudson Soft,0,0,32,0,A
The X-Factor,PS3,Misc,2010.0,Deep Silver,0,10,0,3,A
Max & the Magic Marker,DS,Platform,2011.0,Unknown,0,6,0,0,A
Goblin Commander: Unleash the Horde,GC,Strategy,2003.0,Jaleco,1,0,0,0,A
Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS,DS,Misc,2006.0,Nintendo,0,0,171,0,A
Ebikore Photo Kano Kiss,PSV,Action,2015.0,Kadokawa Games,0,0,3,0,A
